,CollegeCode,College,Department,Area
12621,COG,Collegiate Other,Collegiate Other Admin,Colleg.-Other
12622,MEG,Medicine,Pediatrics,Pediatrics
12623,LAG,Liberal Arts & Sciences,Classics,Classics
12624,HSG,UI Hospitals and Clinics,Children's Miracle Network,Children's Miracle Network
12625,LAG,Liberal Arts & Sciences,Liberal Arts and Sciences Admin,Liberal Arts & Sciences Other
12626,LAG,Liberal Arts & Sciences,Dept of Health & Human Physiol,Integrative Physiology
12627,LAG,Liberal Arts & Sciences,Journalism,Journalism
12628,PQG,Public Health,Public Health Administration,Public Health
12629,ENG,Engineering,Engineering Administration,Engineering
12630,LAG,Liberal Arts & Sciences,Liberal Arts and Sciences Admin,Lib. Arts & Sciences Unrestric
12631,MEG,Medicine,Medicine Administration,Medicine Administration
12632,LWG,Law,Law Administration,Law
12633,BUG,Business,Business Administration,Pappajohn Entrepreneurial Ctr
12634,MEG,Medicine,Psychiatry,Psychiatry & Childrens Hospita
12635,ATG,Athletics,Athletics Non-Membership,Athletics/Men/Endow/No I-Club
12636,LAG,Liberal Arts & Sciences,Liberal Arts and Sciences Admin,30173 accounts under Area LJ
12637,NUG,Nursing,Nursing Administration,Nursing General
12638,MEG,Medicine,Medicine Administration,Medicine Administration
12639,ATG,Athletics,Athletics Non-Membership,Athletic/M or W/Endow/No IClub
12640,MEG,Medicine,Medicine Administration,Medicine Administration
12641,MEG,Medicine,Otolaryngology,Otolaryngology
12642,NUG,Nursing,Nursing Administration,Nursing Centennial
12643,MEG,Medicine,OB/Gyn,Cancer/OB-GYN
12644,BUG,Business,MBA,MBA
12645,LAG,Liberal Arts & Sciences,Literary Arts,Literary Arts
12646,NOG,Non-Collegiate Other,Non-Collegiate Other Admin,Non-Colleg.-Oth
12647,NOG,Non-Collegiate Other,Non-Collegiate Other Admin,Non-Colleg.-Oth
12648,IGG,International,International Programs Admin,International Programs
12649,LWG,Law,Law Administration,Law
12650,NUG,Nursing,Nursing Administration,Nursing General
12651,EDG,Education,Education Administration,Education
12652,DEG,Dentistry,Dental Research,Dental Research
12653,LAG,Liberal Arts & Sciences,Geography,Geography
12654,BUG,Business,Business Administration,Business
12655,MEG,Medicine,Ophthalmology & Visual Science,Ophthalmology & Visual Science
12656,COG,Collegiate Other,Collegiate Other Admin,Colleg.-Other
12657,ATG,Athletics,Athletics Non-Membership,Athletics/Women/Endow/No IClub
12658,MEG,Medicine,Cancer Center,Cancer Center
12659,SAG,Student Aid,Student Aid General Admin,Student Aid
12660,DEG,Dentistry,Dentistry Administration,Dentistry Student Affairs
12661,SAG,Student Aid,Student Aid General Admin,Student Aid
12662,LAG,Liberal Arts & Sciences,Chemistry,Chemistry
12663,MEG,Medicine,Ophthalmology & Visual Science,Ophthalmology & Visual Science
12664,MEG,Medicine,Neurology,Neurology
12665,MEG,Medicine,Dermatology,Dermatology
12666,LAG,Liberal Arts & Sciences,Physics and Astronomy,Physics & Astr.
12667,NUG,Nursing,Nursing Administration,Nursing General
12668,MEG,Medicine,Medicine Administration,Medicine Administration
12669,MEG,Medicine,OB/Gyn,Ob/Gyn
12670,MEG,Medicine,Medicine Administration,Medicine Administration
12671,MEG,Medicine,Radiology,Radiology
12672,HSG,UI Hospitals and Clinics,UI Hospitals & Clinics Admin,Hospital Other
12673,MEG,Medicine,Pediatrics,Pediatrics
12674,MEG,Medicine,Medicine Administration,Medicine Administration
12675,LAG,Liberal Arts & Sciences,Literary Arts,Writers' Wrkshp
12676,LAG,Liberal Arts & Sciences,Journalism,Journalism
12677,LAG,Liberal Arts & Sciences,Political Science,Political Sci.
12678,MUG,Museum of Art,Museum Administration,Museum of Art General
12679,VSG,Office of Univ Student Life,VP Student Life Admin,WRAC
12680,LAG,Liberal Arts & Sciences,Dance,Dance
12681,ENG,Engineering,Industrial Engineering,Industrial Engineering
12682,MEG,Medicine,Family Medicine,Family Medicine
12683,ENG,Engineering,Engineering Administration,Engineering
12684,MEG,Medicine,Internal Medicine,Nephrology
12685,MEG,Medicine,Basic Sciences,Biochemistry & Molecular Biolo
12686,MEG,Medicine,Medicine Administration,Medicine Administration
12687,BUG,Business,Business Administration,Institute for International Business
12688,MEG,Medicine,Neurology,Neurology
12689,NUG,Nursing,Nursing Administration,Nursing General
12690,ENG,Engineering,Mechanical Engineering,Mechanical Eng.
12691,URG,Unrestricted,UIF Unrestricted Admin,Unrestricted
12692,LAG,Liberal Arts & Sciences,Literary Arts,English
12693,ATG,Athletics,Athletics I-Club Membership,Athletics/Men/Endowment/I-Club
12694,MEG,Medicine,Medicine Administration,CCOM Admin Hematology/Oncology
12695,LAG,Liberal Arts & Sciences,Liberal Arts and Sciences Admin,Liberal Arts & Sciences
12696,MEG,Medicine,Internal Medicine,Internal Medicine Admin.
12697,URG,Unrestricted,UIF Unrestricted Admin,Unrestricted
12698,DEG,Dentistry,Periodontics,Periodontics
12699,LAG,Liberal Arts & Sciences,Department of Biology,Department of Biology
12700,LAG,Liberal Arts & Sciences,Liberal Arts and Sciences Admin,Liberal Arts & Sciences Other
12701,PQG,Public Health,Biostatistics,Biostatistics
12702,LAG,Liberal Arts & Sciences,Literary Arts,Writers' Wrkshp
12703,MEG,Medicine,Ophthalmology & Visual Science,Ophthalmology & Visual Science
12704,LAG,Liberal Arts & Sciences,Chemistry,Chemistry
12705,LAG,Liberal Arts & Sciences,American Studies,American Indian & Native Stud.
12706,LWG,Law,Law Foundation,Law Foundation
12707,LAG,Liberal Arts & Sciences,Art and Art History,Art & Art Hist.
12708,LWG,Law,Law Foundation,Law Endowment Campaign
12709,LAG,Liberal Arts & Sciences,Theatre Arts,Playwriting/Screenwriting
12710,MEG,Medicine,Orthopaedic Surgery,Orthopaedic Surgery
12711,URG,Unrestricted,UIF Unrestricted Admin,Unrestricted
12712,LAG,Liberal Arts & Sciences,Theatre Arts,Theatre Arts
12713,MEG,Medicine,Internal Medicine,Gastroenterology/Hepatology
12714,MEG,Medicine,Neurosurgery,Neurosurgery
12715,MEG,Medicine,Orthopaedic Surgery,Orthopaedic Surgery
12716,BUG,Business,Business Administration,Business
12717,HAG,Hancher,Hancher Administration,Hancher Ovation
12718,BUG,Business,Business Administration,Business Facilities
12719,GCG,Graduate College,Graduate College Admin,Iowa Center for the Book Arts
12720,MEG,Medicine,Internal Medicine,Hematology/Oncology
12721,LAG,Liberal Arts & Sciences,Literary Arts,Writers' Wrkshp
12722,LAG,Liberal Arts & Sciences,Liberal Arts and Sciences Admin,Liberal Arts & Sciences
12723,LWG,Law,Law Foundation,Law Endowment Campaign
12724,CEG,University College,University College Admin,Continuing Edu.
12725,PQG,Public Health,Public Health Administration,Public Health
12726,LWG,Law,Law Foundation,Law Foundation
12727,SAG,Student Aid,Student Aid General Admin,Student Aid
12728,LAG,Liberal Arts & Sciences,Religion,Religion
12729,MEG,Medicine,Internal Medicine,Endocrinology/Metabolism
12730,GCG,Graduate College,Graduate College Admin,Library Science
12731,LAG,Liberal Arts & Sciences,Literary Arts,English
12732,LAG,Liberal Arts & Sciences,Journalism,Journalism
12733,P1G,Provost Area Accounts,Provost Area Accounts,Provost Area
12734,PHG,Pharmacy,Pharmacy Administration,Pharmacy General
12735,URG,Unrestricted,UIF Restricted Admin,UIF Restricted
12736,HSG,UI Hospitals and Clinics,UI Hospitals and Clinics Admin,UIHC Administration
12737,NUG,Nursing,Nursing Administration,Nursing General
12738,LAG,Liberal Arts & Sciences,Journalism,Journalism
12739,NUG,Nursing,Nursing Administration,Nursing General
12740,BUG,Business,Business Administration,Business
12741,DEG,Dentistry,Dentistry Administration,Dentistry Other
12742,LAG,Liberal Arts & Sciences,Liberal Arts and Sciences Admin,Lib. Arts & Sciences Unrestric
12743,LAG,Liberal Arts & Sciences,Liberal Arts and Sciences Admin,Liberal Arts & Sciences
12744,MEG,Medicine,Neuroscience Institute,Neuroscience Area
12745,LWG,Law,Law Foundation,Law Foundation
12746,HSG,UI Hospitals and Clinics,UI Children's Hospital,UI Children's Hospital
12747,COG,Collegiate Other,Collegiate Other Admin,Colleg.-Other
12748,MEG,Medicine,Pediatrics,Pediatric Cardiology
12749,HSG,UI Hospitals and Clinics,UI Hospitals and Clinics Admin,UIHC Administration
12750,HSG,UI Hospitals and Clinics,UI Hospitals and Clinics Admin,Burn accounts
12751,PHG,Pharmacy,Pharmacy Administration,Pharmacy General
12752,ATG,Athletics,Athletics I-Club Membership,Athletics/Other Women/I-Club
12753,LAG,Liberal Arts & Sciences,Literary Arts,English
12754,HSG,UI Hospitals and Clinics,UI Children's Hospital,UI Children's Hospital
12755,BUG,Business,Accounting Group,Accounting
12756,BUG,Business,Business Administration,Business
12757,MEG,Medicine,Orthopaedic Surgery,Orthopaedic Surgery
12758,NUG,Nursing,Nursing Administration,Nursing General
12759,ATG,Athletics,Athletics Non-Membership,Athletics Other M or W/No-ICB
12760,COG,Collegiate Other,Collegiate Other Admin,Colleg.-Other
12761,LAG,Liberal Arts & Sciences,Literary Arts,Writers' Wrkshp
12762,MEG,Medicine,Basic Sciences,Biochemistry & Molecular Biolo
12763,BUG,Business,Business Administration,Business
12764,LAG,Liberal Arts & Sciences,Liberal Arts and Sciences Admin,Lib. Arts & Sciences Unrestric
12765,LAG,Liberal Arts & Sciences,Communication Studies,Communication Studies
12766,NUG,Nursing,Nursing Administration,Nursing General
12767,NUG,Nursing,Nursing Administration,Nursing General
12768,BUG,Business,Business Administration,Business
12769,EDG,Education,Education Administration,Education
12770,SAG,Student Aid,Student Aid General Admin,Student Aid
12771,MEG,Medicine,Basic Sciences,Microbiology
12772,ATG,Athletics,Athletics Non-Membership,Athletics/Women/Endow/No IClub
12773,MEG,Medicine,Neurology,Neurology
12774,UKG,Unknown,Unknown Designation Admin,Unknown
12775,MEG,Medicine,Medicine Administration,Medicine Administration
12776,MEG,Medicine,Cancer Center,Cancer Center
12777,LAG,Liberal Arts & Sciences,Computer Science,Computer Sci.
12778,LWG,Law,Law Foundation,Law Endowment Campaign
12779,LAG,Liberal Arts & Sciences,Journalism,Journalism
12780,MEG,Medicine,Anesthesiology,Anesthesiology
12781,BUG,Business,Accounting Group,Accounting
12782,BUG,Business,Business Administration,Pappajohn Entrepreneurial Ctr
12783,ENG,Engineering,Engineering Administration,Engineering
12784,WSG,WSUI/KSUI,WSUI/KSUI Admin,WSUI/KSUI
12785,GCG,Graduate College,Graduate College Admin,Library Science
12786,LAG,Liberal Arts & Sciences,Linguistics,Linguistics
12787,MEG,Medicine,Medicine Administration,Medicine Administration
12788,MEG,Medicine,Basic Sciences,Biochemistry & Molecular Biolo
12789,MEG,Medicine,Medicine Administration,Medicine Administration
12790,MEG,Medicine,Internal Medicine,Immunology
12791,MEG,Medicine,Radiology,Radiology
12792,PHG,Pharmacy,Pharmacy Administration,Pharmacy General
12793,BUG,Business,Business Administration,Management Science
12794,LAG,Liberal Arts & Sciences,Communication Studies,Communication Studies
12795,SAG,Student Aid,Student Aid General Admin,Priority Scholarship
12796,MEG,Medicine,Ophthalmology & Visual Science,Institute of Vision Research
12797,BUG,Business,Business Administration,Business
12798,MUG,Museum of Art,Museum Administration,Museum of Art General
12799,MEG,Medicine,Cancer Center,Cancer Center
12800,HSG,UI Hospitals and Clinics,Children's Hospital of Iowa Ad,Children's Hospital of Iowa
12801,LAG,Liberal Arts & Sciences,Department of Biology,Department of Biology
12802,BUG,Business,Accounting Group,Accounting
12803,LAG,Liberal Arts & Sciences,Liberal Arts and Sciences Admin,Lib. Arts & Sciences Unrestric
12804,MEG,Medicine,Associated Medical Sciences,Phys. Therapy
12805,PQG,Public Health,Public Health Administration,Public Health
12806,HSG,UI Hospitals and Clinics,UI Hospitals and Clinics Admin,UIHC Administration
12807,HAG,Hancher,Hancher Administration,Hancher
12808,LAG,Liberal Arts & Sciences,Classics,Classics
12809,MEG,Medicine,Pediatrics,Hematology/Oncology
12810,BUG,Business,Economics,Economics
12811,ENG,Engineering,Inst. for Hydraulic Research,Inst. for Hydraulic Research
12812,OCG,Pentacrest Museums,Old Capitol Administration,Old Capitol
12813,MEG,Medicine,Medicine Administration,Medicine Administration
12814,MEG,Medicine,Basic Sciences,Anatomy and Cell Biology
12815,LWG,Law,Law Foundation,Law Foundation
12816,NUG,Nursing,Nursing Administration,Nursing General
12817,MEG,Medicine,Cancer Center,Cancer Center
12818,EDG,Education,Education Administration,UI WILD
12819,DEG,Dentistry,Dentistry Administration,Dentistry Other
12820,MEG,Medicine,Dermatology,Dermatology
12821,BUG,Business,Business Administration,Business
12822,ENG,Engineering,Engineering Administration,Engineering
12823,LAG,Liberal Arts & Sciences,Social Work,Social Work
12824,LAG,Liberal Arts & Sciences,Religion,Religion
12825,AAG,Alumni Association,Alumni Association Admin,Alumni Assoc.
12826,LWG,Law,Law Foundation,Law Foundation
12827,ENG,Engineering,Engineering Administration,Engineering
12828,BUG,Business,Business Administration,Business
12829,MEG,Medicine,Medicine Administration,Medicine Administration
12830,ENG,Engineering,Engineering Administration,Engineering
12831,LAG,Liberal Arts & Sciences,Philosophy,Philosophy
12832,MEG,Medicine,Orthopaedic Surgery,Athletic Training Education
12833,LWG,Law,Law Administration,Law
12834,BUG,Business,Business Administration,Business
12835,BUG,Business,Business Administration,Business
12836,MEG,Medicine,Psychiatry,Psychiatry
12837,UKG,Unknown,Unknown Designation Admin,Unknown
12838,ATG,Athletics,Athletics I-Club Membership,Athletics/Other M or W/I-Club
12839,LWG,Law,Law Foundation,Law Foundation
12840,MEG,Medicine,Basic Sciences,Microbiology
12841,DEG,Dentistry,Dentistry Administration,Dentistry Other
12842,DEG,Dentistry,Dentistry Administration,Dentistry Student Affairs
12843,MEG,Medicine,Orthopaedic Surgery,Orthopaedic Surgery
12844,LAG,Liberal Arts & Sciences,Physics and Astronomy,Physics & Astr.
12845,MEG,Medicine,Pediatrics,Pediatric Allergy-Pulmonary
12846,SAG,Student Aid,Student Aid General Admin,Priority Scholarship
12847,NUG,Nursing,Nursing Administration,Nursing General
12848,LAG,Liberal Arts & Sciences,Liberal Arts and Sciences Admin,Liberal Arts & Sciences
12849,MEG,Medicine,Internal Medicine,Internal Medicine Admin.
12850,LAG,Liberal Arts & Sciences,French and Italian,French and Italian
12851,HAG,Hancher,Hancher Administration,Hancher
12852,ENG,Engineering,Biomedical Engineering,Biomedical Eng/IA Inst Bio Eng
12853,ATG,Athletics,Athletics Non-Membership,Athletics/Women/Endow/No IClub
12854,UnivofIowa,University of Iowa,University of Iowa Administration,University of Iowa General Area
12855,ENG,Engineering,Engineering Administration,Engineering
12856,MEG,Medicine,Pediatrics,Hematology/Oncology
12857,DEG,Dentistry,Endodontics,Endodontics
12858,LAG,Liberal Arts & Sciences,Art and Art History,Art & Art Hist.
12859,NOG,Non-Collegiate Other,Non-Collegiate Other Admin,Non-Colleg.-Oth
12860,MEG,Medicine,Ophthalmology & Visual Science,Ophthalmology & Visual Science
12861,SAG,Student Aid,Student Aid General Admin,Student Aid
12862,LWG,Law,Law Foundation,Law Foundation
12863,GCG,Graduate College,Graduate College Admin,Int'l. Writing
12864,ATG,Athletics,Athletics Non-Membership,Athletic/M or W/Endow/No IClub
12865,BUG,Business,Business Administration,Business
12866,DEG,Dentistry,Pediatric Dentistry,Pediatric Dentistry
12867,MEG,Medicine,Otolaryngology,Otolaryngology & Childrens Hos
12868,NUG,Nursing,Nursing Administration,Nursing General
12869,NUG,Nursing,Nursing Administration,Nursing General
12870,CEG,University College,University College Admin,Debate
12871,ENG,Engineering,Engineering Administration,Engineering
12872,MEG,Medicine,Cancer Center,Cancer Center
12873,SAG,Student Aid,Student Aid General Admin,Student Aid
12874,BUG,Business,Business Administration,Pappajohn Entrepreneurial Ctr
12875,MEG,Medicine,Basic Sciences,Biochemistry
12876,DEG,Dentistry,Dentistry Administration,Dentistry Other
12877,HAG,Hancher,Hancher Administration,Hancher
12878,MEG,Medicine,Neurology,Neurology
12879,ATG,Athletics,Athletics Non-Membership,Athletics/Other Men/No I-Club
12880,ATG,Athletics,Athletics I-Club Membership,Athletics/Women's/Endow/I-Club
